k,rho_prime,block_mean,block_std,z
64,0.007438361460312176,0.0003839673123364871,0.0016976414734432973,4.1554086998519075
65,0.009128462573465444,-0.00038867475960668846,0.001433117351108114,6.640863936029592
66,0.009080140243092446,0.00026842339914271384,0.001420199034877203,6.204564731810027
67,0.006880402529029739,0.00041013989313487705,0.0014939756916630114,4.3309022174869005
68,0.0038470120014987056,-0.0003968687331917662,0.0018247765057131664,2.325698912389198
69,0.008641388927067397,0.00031240978020251494,0.0018094177089203142,4.60312679919266
70,0.006176334783325635,-0.0002617538260386657,0.0016241471070494759,3.9639812067640365
71,0.006734476738046785,0.00043227189862987166,0.0014571500010321077,4.325021332706328
72,0.004285161792689606,0.0004350880026715322,0.0015664599690271225,2.457818179936784
73,0.005091364060932671,0.0001671501656956218,0.0017152905775779366,2.870775342443873
74,0.006012210202482245,-0.0005638362811076771,0.0016497985153470175,3.985969451673752
75,0.006879251103453174,-0.00044446486517171746,0.0015071111520976249,4.8594398352315356
76,0.006252399319813063,0.0004242495336818332,0.00203786701350636,2.8599264561936737
77,0.008983721265530141,-0.0003844087315702398,0.0015441951646698838,6.066674868201059
78,0.004565719766684413,0.0001766820083416117,0.0015151880448097958,2.8966950824204565
79,0.005608568080549802,-0.00045718386032302674,0.0016898257797994542,3.589572376859289
80,0.004155895538206358,-0.0006208699395642372,0.0014450845786281152,3.3055265749949365
81,0.005949715300885504,-5.432739373381262e-05,0.0019420005756313056,3.0916791529104066
82,0.005447282043627549,-2.6828745067689916e-05,0.0012862965454334878,4.255714444798139
83,0.00808109703236172,-0.0002417625667814379,0.0018896342535686627,4.404481758004253
84,0.008326146549456015,-0.0002373544463265137,0.0016396014914272382,5.222916080863151
85,0.006990210274484579,-0.00025127856667807324,0.0015301657615208585,4.732486520914708
86,0.005944135311711955,3.089082030647454e-05,0.001941915354547374,3.045057796962398
87,0.008827286779746339,0.0001564459029054594,0.0021073938552082423,4.114485223258882
88,0.006802626127321978,-3.1508177015996917e-05,0.0016801035344163966,4.067686404047647
89,0.007218470475949109,-4.244788710816461e-05,0.0017285584947035306,4.200562714716005
90,0.008929690624577089,-1.5752245407270776e-05,0.0018434509241914978,4.852552759931842
91,0.008152622666539565,-0.0006329187759437413,0.0015530006261424924,5.65713966536238
92,0.004356378274165773,0.0002924354346944052,0.0015898771337720372,2.5561364165478158
93,0.008812050694422795,0.00040667067983887203,0.0016545871497154155,5.080046714994508
94,0.007123634545494009,0.00011733407668361719,0.0013889326905647612,5.044377251975776
95,0.00548444162162491,-0.00023286799047094123,0.0016861087362297833,3.390830905057771
96,0.008330449575280646,2.434273799319014e-05,0.0014734403856079253,5.6372194751947475
97,0.008627712929925114,-0.0005422474408329884,0.0017965374046459259,5.104241273821617
98,0.009519369167337739,6.89032643041906e-05,0.002023883123940992,4.669472160344514
99,0.007059635770455545,-0.00016593061334967037,0.0018370536572838519,3.9332364382260168
100,0.006565632670831238,0.00026264950284393457,0.0014567860030408166,4.326636276591618
101,0.0031386860451842057,-0.00034406128612822257,0.0015383508677210137,2.2639486247191036
102,0.005243402378278974,-9.261840409225677e-06,0.0019496450516755433,2.694164362981873
103,0.007705320761196139,0.00016455507321986115,0.0017286643499153725,4.362191936419259
104,0.007072434793832656,0.0001326904564687518,0.0016178922844712997,4.289373528740016
105,0.008809851067518509,-0.00017338419876014894,0.0014882789214846165,6.035989045196938
106,0.008394405766452312,0.0001113233655252305,0.0018774290280228678,4.411928375076872
107,0.005546832038514807,-1.40505278836493e-05,0.0019020106780258009,2.923686302418867
108,0.004640023007164958,-0.00019815520749417892,0.0012505313155509368,3.868898087152355
109,0.004599811790002209,0.00016815495032797845,0.0018241203924841559,2.429476068539003
110,0.008103878371806737,-0.00010907933777117727,0.0017305766071635054,4.745792630953985
111,0.010882877745371961,0.00043769945252025466,0.001813187584719086,5.760671637551478
112,0.006207124295494411,7.344369524860408e-05,0.0020589256962468996,2.979068458578447
113,0.0045286567323829475,-0.0004198675376440984,0.0018222658467577707,2.715588550831706
114,0.00813461184308172,-4.188226014733595e-05,0.0019335056998177563,4.228844064954004
115,0.008376807418036059,-1.4718366252315658e-05,0.0017396383592871217,4.823718527181189
116,0.007573928283795096,-0.0003776666767887835,0.0018705026954687536,4.251047047323921
117,0.010372766650752829,0.0001841962651738289,0.001359401327943729,7.49489512489335
118,0.008048981255637107,-0.00017730444441207572,0.001669417868721428,4.92763726456907
119,0.003726398193668229,-0.0003371852889425399,0.0017912612852344339,2.268559877951553
120,0.005261774453930684,-0.00011297816167996846,0.001175371771285389,4.572810702891743
121,0.00577106968993418,0.00039521634970759425,0.0015856230210911178,3.3903729125522473
122,0.005895901845414,-0.0003508062533198317,0.0017806046740318343,3.5081948227111925
123,0.0030345580859418046,-0.000592268016584381,0.0016463064048993952,2.2030079526707658
124,0.006062737323373588,0.00019826366839415996,0.001583300034746864,3.7039559946179326
125,0.00865375779709281,0.00026352081574730016,0.0019428222534162642,4.318581880865372
126,0.0034395249913419836,-0.0004450428560442372,0.001544304386256094,2.5154159257448603
127,0.007812222432696601,-0.00034562478755443876,0.0012502315899723994,6.525068863786378
128,0.005649857311363268,-0.00022886965159250414,0.0012882835171792158,4.563224542240239
129,0.006643390728970882,-0.00015328448658853173,0.0017184672382391604,3.955079889985959
130,0.0096619911388678,0.00029479035888674266,0.0013396257981936376,6.9924010067676114
131,0.007414153825505908,-0.000244622676750568,0.0016503263982945507,4.640764705800661
132,0.0070112061475835555,-0.00020898237602739932,0.0019229523448562938,3.7547412669503957
133,0.006964204183472633,0.0002186449396488132,0.001534081494921284,4.397132268497864
134,0.006645693623901291,0.00042330389202880486,0.0018651330300845379,3.3361640330772837
135,0.004662700834896485,-0.0003664701332615001,0.0018105789204422723,2.7776590743304927
136,0.006280619305131975,0.00011145332008731289,0.0022221812976547825,2.7761758194776447
137,0.005963706245978659,0.00048578016472077446,0.0016179605077243737,3.3856982634035173
138,0.008593265572337638,3.5486835747724144e-05,0.001903717523739932,4.495298609101314
139,0.008262091567275262,-0.00013854718135428463,0.001686244645434934,4.98186237173359
140,0.007553439335373877,-0.0003698316706016145,0.001791689689642809,4.422233968179542
141,0.007758239221226708,-0.00013180211304332149,0.0017512940177134215,4.505263681864036
142,0.005199766325975934,-9.816914205444061e-05,0.001996378678860255,2.653772815814182
143,0.005398304773100481,-0.0004236863827639196,0.0018852595682130855,3.08816422631006
144,0.00849554990448821,-0.00011717422314348718,0.0015751035237258626,5.468036861004884
145,0.006443596935054445,7.167835695181721e-05,0.0017206154543641882,3.703278708755534
146,0.007038442226188316,-0.0003011681086883235,0.0016543870107496976,4.436453071250022
147,0.005660674878499997,-3.247498226143773e-05,0.002094578757931538,2.7180404838935717
148,0.005922470779285638,0.00032388226705550006,0.0014860448958478715,3.7674423753098187
149,0.004388260714556683,0.00015304675355640312,0.0014229584749075287,2.976344029487934
150,0.006238459725733023,0.0002282019337139563,0.001976101767818796,3.0414717955812254
